Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	ClipFrac	StopIter	Time
0	-3082.916	1218.9326	-1606.4255	-5414.466	237.0625	0.0113595	0.15558298	0.3900176	-0.41454923	4000	7.733703e-08	1294851.8	-0.021223562	-9242.5	0.9189385	0.015086714	0.12225	33.0	46.45884156227112
1	-3152.6755	1418.9456	-1751.8746	-7385.862	234.29411	-4.2660947	0.8388431	-1.3596624	-5.191689	8000	-7.808208e-09	1366879.5	-0.0064722295	-7780.875	0.9198689	0.016345428	0.17875	6.0	92.6870379447937
2	-3646.3171	2003.4337	-1453.01	-9472.913	262.06668	-7.8183885	1.4443246	2.8787186	-8.325126	12000	-7.152558e-08	1628536.9	-0.019355807	-6435.625	0.91942483	0.015273781	0.101	33.0	139.16526246070862
3	-3100.3928	1521.5524	-1902.4885	-8646.062	227.82353	-10.773227	0.597393	-1.8031046	-10.990436	16000	-7.176399e-08	1338936.4	-0.01999197	-4886.75	0.9196814	0.015238818	0.1265	34.0	185.6726987361908
4	-3573.0186	2059.6387	-1531.876	-9650.869	243.8125	-13.023211	1.1127648	1.388612	-13.287281	20000	-5.0604342e-08	1573372.4	-0.01757594	-5423.125	0.92399687	0.015641015	0.12425	20.0	232.1703200340271
5	-4617.6694	1927.2021	-2626.7373	-8522.498	284.2857	-15.538395	0.32961515	-10.349271	-15.647289	24000	-8.8244676e-08	2112741.0	-0.020669887	-7119.25	0.92535305	0.015082434	0.137	34.0	278.5859179496765
6	-3685.9583	1735.5187	-1367.8348	-7493.183	249.66667	-18.193039	0.45911205	-6.289991	-18.256243	28000	1.9371509e-08	1690202.6	-0.012049691	-5436.375	0.92545366	0.015125397	0.142	14.0	324.96965193748474
7	-2872.0518	1407.2518	-1585.2793	-7178.0503	232.05882	-20.50912	0.17650637	-17.22954	-20.556042	32000	8.887053e-08	1194476.2	-0.0061645745	-3785.375	0.92249227	0.0150534585	0.17825	7.0	371.24369072914124
8	-2866.414	1619.3479	-1201.1787	-8770.718	225.1875	-22.444798	0.12599334	-20.986912	-22.483828	36000	2.026558e-08	1450976.4	-0.022664612	-4323.5	0.9217651	0.015176186	0.10775	75.0	418.10425543785095
9	-3374.6897	1603.0085	-1506.4036	-7509.0522	254.06667	-24.343624	1.4822712	8.650881	-24.513042	40000	6.7353247e-09	1396703.0	-0.015735317	-4469.0	0.9158181	0.015154179	0.10775	18.0	464.24410223960876
10	-4108.0444	2436.4834	-1991.8027	-11766.966	279.92856	-26.402254	1.2707758	-2.2717228	-26.57857	44000	-1.8954276e-08	1743670.4	-0.0073384824	-5439.625	0.9171367	0.017077964	0.15325	7.0	510.6216378211975
11	-4224.261	2329.0776	-1548.7847	-10516.272	278.35715	-28.806927	0.07868562	-27.85653	-28.829113	48000	6.890297e-08	1872120.2	-0.00599298	-5634.125	0.9177185	0.015080041	0.16925	6.0	556.68461561203
12	-3549.6416	1848.348	-2021.1277	-7990.558	282.76923	-31.1258	0.025638578	-30.678694	-31.131964	52000	7.253885e-08	1411751.5	-0.021218024	-4298.0	0.9183995	0.015315686	0.14925	33.0	603.2100512981415
13	-3524.8176	1246.6467	-1292.7742	-5914.7554	286.15384	-33.161106	0.033827562	-32.553684	-33.167664	56000	-4.914403e-08	1257318.0	-0.016727706	-4019.75	0.9172723	0.015022651	0.1	30.0	649.782552242279
14	-3938.2896	1601.2692	-1138.535	-7321.761	279.42856	-35.11531	0.054054394	-34.125908	-35.129356	60000	-2.026558e-09	1543159.0	-0.017065281	-4734.125	0.9138048	0.015556234	0.12275	19.0	696.5902395248413
15	-3914.9216	1182.1941	-2311.1711	-6364.8926	291.0	-37.233665	0.06023226	-35.745533	-37.245266	64000	7.0393085e-08	1401754.9	-0.018154088	-4433.625	0.91313714	0.015060752	0.10175	39.0	744.3642094135284
16	-3484.904	1713.8767	-964.1241	-7841.5728	257.26666	-39.28371	0.23643363	-27.952913	-39.307354	68000	2.4542212e-08	1347388.6	-0.025056597	-4193.375	0.9165964	0.01514184	0.132	42.0	790.7540516853333
17	-3046.549	1230.0204	-1653.203	-5549.7153	250.2	-41.309464	0.011654538	-41.192448	-41.3136	72000	5.733967e-08	1121571.2	-0.02629893	-3581.5	0.9174124	0.014882456	0.142	79.0	837.4999206066132
18	-3061.6978	608.19574	-1760.916	-4279.2856	242.875	-43.174088	0.022354353	-42.765774	-43.182167	76000	5.885959e-09	1028757.6	-0.027620878	-3428.9375	0.9119277	0.014324034	0.1395	79.0	884.1743466854095
19	-5350.8965	2910.8284	-2590.932	-12511.525	344.72726	-45.002094	0.04249791	-44.12135	-45.014305	80000	-4.056096e-08	1992463.0	-0.011721263	-6163.625	0.91687894	0.01601101	0.156	9.0	930.7349615097046
20	-5402.8535	2100.7173	-2076.4092	-9858.093	352.18182	-47.40378	0.13573481	-43.85768	-47.420963	84000	-7.072091e-08	1966214.4	-0.0055865278	-6110.75	0.9161613	0.015711231	0.2035	5.0	976.934529542923
21	-3788.9202	2193.3662	-1292.1882	-10469.6045	281.92856	-49.828423	0.020652404	-49.47898	-49.83368	88000	4.7445297e-08	1361951.0	-0.01718438	-4290.375	0.91546416	0.015383092	0.1255	21.0	1023.1638896465302
22	-3468.366	1978.786	-1815.604	-10067.403	270.7857	-51.865986	0.023625445	-51.48112	-51.87109	92000	6.142259e-08	1297448.2	-0.0254262	-3969.375	0.9122791	0.015074596	0.145	41.0	1069.6586363315582
23	-3617.44	1350.9777	-1377.159	-5822.811	281.57144	-53.815876	0.0074975807	-53.680756	-53.818264	96000	2.193451e-08	1278454.8	-0.021305054	-4002.75	0.9093291	0.015334028	0.11075	29.0	1115.9911732673645
24	-4680.419	2900.484	-1711.9675	-12211.529	311.41666	-55.77235	0.010500267	-55.58198	-55.775635	100000	1.23679635e-08	1789880.8	-0.018265761	-5313.0	0.903891	0.015014986	0.13725	20.0	1162.4208748340607
25	-4775.045	1803.6218	-1974.5436	-7602.218	301.0	-58.0091	0.008059403	-57.82972	-58.01102	104000	1.193285e-07	1762158.8	-0.021309717	-5521.875	0.8997807	0.015267343	0.13325	38.0	1209.0923731327057
26	-6706.039	2695.5645	-3913.9548	-13690.26	391.7	-60.28708	0.036964502	-59.619694	-60.29507	108000	-1.5467405e-07	2371331.5	-0.010099977	-7319.75	0.8968053	0.015098189	0.151	8.0	1255.1613597869873
27	-5295.8755	4191.835	-1870.8063	-14773.986	362.36365	-62.87731	0.009809588	-62.62434	-62.879295	112000	-6.4134596e-08	1853223.2	-0.021820981	-5556.0	0.8974705	0.015024795	0.133	24.0	1301.2234897613525
28	-3848.4065	2331.22	-1711.7549	-10345.841	270.64285	-65.14976	0.006175351	-65.05515	-65.15198	116000	-5.1498414e-08	1532036.5	-0.0077065537	-4475.875	0.9035811	0.015089202	0.175	7.0	1347.165596485138
