Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	ClipFrac	StopIter	Time
0	-5776.228	1461.5824	-3574.1626	-8029.356	422.44446	0.026717663	0.1660115	0.41240814	-0.36492983	4000	-1.1184812e-07	1587160.4	-0.016169893	-10907.875	0.9189385	0.015171422	0.12375	18.0	44.92422294616699
1	-9788.756	5905.533	-3829.577	-18299.531	609.3333	-4.1997566	1.2619567	1.636183	-5.3728304	8000	-3.4809112e-08	2374019.0	-0.023685686	-11611.75	0.9157057	0.015040292	0.133	44.0	90.0498960018158
2	-11607.892	7106.6045	-2828.6936	-21277.635	658.1667	-8.443319	0.4529795	-4.757774	-8.702206	12000	1.2159347e-07	3140831.8	-0.019148102	-9621.25	0.92068744	0.015228597	0.11125	27.0	134.99224042892456
3	-8716.249	4364.904	-4119.9946	-15272.981	599.0	-11.413537	0.32072723	-9.268089	-11.561716	16000	-3.7670137e-08	2070583.1	-0.025864717	-6274.875	0.9208212	0.015212043	0.14325	69.0	180.17875242233276
4	-7817.65	2130.5725	-5108.163	-11922.59	531.0	-13.654369	0.6094359	-7.0744624	-13.820282	20000	6.559491e-08	1902060.4	-0.015170325	-5487.375	0.9193966	0.015633915	0.11825	16.0	224.85975980758667
5	-10567.185	5244.459	-3518.7324	-19465.172	610.3333	-15.874557	0.07631632	-15.041054	-15.912875	24000	2.4724005e-07	2791421.8	-0.0071285195	-7500.0	0.9177444	0.015567079	0.168	6.0	269.55376744270325
6	-16425.348	5782.641	-8582.231	-25325.965	789.8	-18.199993	0.6437845	-10.128656	-18.323053	28000	6.186962e-08	4261073.5	-0.017487004	-11353.0	0.9164043	0.015233322	0.131	17.0	314.31869626045227
7	-12837.686	6464.6504	-5761.913	-24737.166	658.6	-21.093723	0.018826429	-20.991537	-21.10661	32000	2.1219254e-08	3899647.0	-0.011090627	-9278.75	0.9118669	0.015614191	0.12475	13.0	358.93334674835205
8	-7691.8223	3288.2727	-3806.2444	-11814.956	446.25	-23.628435	0.1441118	-20.548275	-23.656036	36000	6.198883e-08	2601397.8	-0.015813008	-6176.25	0.90976804	0.01523426	0.11575	18.0	403.48712682724
9	-12780.872	6458.854	-3937.211	-23704.828	628.6667	-25.727797	0.02233484	-25.393742	-25.735378	40000	-8.2850455e-08	4018541.0	-0.020329798	-8724.75	0.90823424	0.015376914	0.13325	29.0	448.2878222465515
10	-13541.613	8719.776	-4628.537	-26687.572	632.1667	-28.129292	0.014626072	-28.022602	-28.136772	44000	-9.346008e-08	4686111.0	-0.007659831	-9649.0	0.90531564	0.015205004	0.16825	7.0	493.0302634239197
11	-12192.262	6003.1836	-4234.674	-21243.566	554.3333	-30.636528	0.0074879485	-30.582788	-30.641035	48000	-1.2469292e-07	4678147.5	-0.006747831	-9902.5	0.90481985	0.0152805755	0.134	7.0	537.6333560943604
12	-19081.994	10616.812	-4286.4	-31178.314	769.2	-33.136913	0.016765231	-32.961655	-33.142773	52000	3.886223e-08	6583918.5	-0.029178955	-12383.0	0.9047561	0.0151256155	0.16125	49.0	582.5056054592133
13	-23068.91	8805.453	-15851.873	-38106.004	915.0	-35.590363	1.6849883	-18.694435	-35.867855	56000	-2.014637e-08	6863815.0	-0.024345111	-13726.0	0.9001919	0.015079228	0.137	33.0	627.3220145702362
14	-21081.299	9446.377	-6683.6035	-30415.846	784.4	-38.559357	0.028648954	-38.201534	-38.566856	60000	8.59499e-08	7442497.0	-0.021777805	-13782.0	0.89545864	0.015139734	0.11125	27.0	672.0077931880951
15	-21658.957	4595.214	-13935.65	-25922.588	918.75	-41.32442	0.0055034515	-41.267517	-41.32605	64000	9.661913e-08	5375079.0	-0.022032993	-10167.0	0.89788014	0.0150868455	0.12475	51.0	717.0616471767426
16	-18184.23	8170.9937	-6485.473	-31255.43	782.4	-43.686172	0.026121503	-43.2922	-43.69276	68000	9.2446804e-08	5472776.5	-0.022831429	-9600.5	0.89849824	0.015409126	0.13175	23.0	761.6425225734711
17	-16199.846	7538.9893	-7600.521	-26154.746	696.6	-45.955063	0.011181711	-45.811142	-45.959415	72000	-2.0205974e-08	5119095.5	-0.020396858	-9141.5	0.9010392	0.015068901	0.1	23.0	806.3503224849701
18	-20691.49	10973.825	-6560.7217	-30926.016	771.0	-48.160103	0.02684789	-47.27787	-48.163395	76000	-8.523465e-09	7210845.0	-0.01755768	-12092.0	0.8991389	0.015399239	0.09025	18.0	850.9250752925873
19	-20379.916	5873.706	-12161.736	-26250.203	827.0	-50.60089	0.27899623	-47.762074	-50.65497	80000	8.124113e-08	5809549.0	-0.017765306	-10598.5	0.8996901	0.015236634	0.123	21.0	895.5385367870331
20	-18517.676	11854.514	-3154.4717	-31607.777	733.8	-52.976227	0.0074776234	-52.88416	-52.978844	84000	-1.4147163e-07	6463830.0	-0.0155225415	-10633.0	0.8997376	0.01512991	0.10075	16.0	940.0686118602753
21	-20172.217	6588.9663	-12729.271	-26945.465	837.5	-55.29568	0.0027162717	-55.269997	-55.296814	88000	-7.134676e-08	5654301.5	-0.00934269	-9728.0	0.8971386	0.015266515	0.16025	8.0	984.5312936306
22	-16065.678	7660.7134	-4281.2065	-22578.64	761.4	-57.511066	0.0031568916	-57.47229	-57.512245	92000	-1.9455702e-07	4113113.5	-0.01933931	-7189.0	0.8960541	0.015024636	0.10625	26.0	1029.2772960662842
