Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	ClipFrac	StopIter	Time
0	-1926.488	990.89233	-427.4531	-4063.3635	266.06668	0.03144192	0.2455536	0.5059694	-0.59479463	4000	-5.3703786e-08	512262.56	-0.015595058	-5725.8438	0.9189385	0.015107463	0.10975	16.0	46.46453094482422
1	-2154.7952	1056.0775	-624.56085	-4859.4766	281.57144	-4.12059	1.4156706	2.5262992	-5.2240887	8000	-5.915761e-08	525895.75	-0.0068060113	-4939.75	0.9184193	0.016414296	0.12875	7.0	93.0204348564148
2	-2342.953	1645.2439	-768.7144	-7029.725	276.42856	-7.5745606	1.8208444	5.9907446	-8.344893	12000	1.6093255e-09	644270.3	-0.01245921	-4475.25	0.918138	0.015119713	0.10975	16.0	139.5133559703827
3	-1418.302	705.79755	-380.46472	-3208.3254	230.58824	-10.8696165	0.29003325	-8.703809	-11.0559845	16000	-3.0100345e-08	322805.12	-0.019643608	-2044.875	0.9177616	0.015074151	0.099	42.0	186.2875304222107
4	-1099.659	551.6678	-205.81935	-2208.612	198.52632	-12.91943	0.2907362	-9.71266	-13.0157585	20000	-1.0818243e-08	283708.38	-0.008583867	-1696.4375	0.91927415	0.016048893	0.13875	8.0	232.68097186088562
5	-2112.0505	806.193	-712.7507	-3532.5835	263.07144	-14.708231	0.51654935	-7.204349	-14.823061	24000	-3.2931567e-08	516491.53	-0.006286877	-3173.8125	0.91944623	0.015276368	0.148	6.0	279.1443090438843
6	-2034.9973	1460.2567	-527.79663	-6664.819	270.7143	-17.133043	0.33085957	-13.925622	-17.236883	28000	8.672476e-08	461771.38	-0.0054512243	-2835.2812	0.9193576	0.017886605	0.1455	6.0	325.72656774520874
7	-2222.0107	1299.2101	-472.31512	-4598.4277	292.53845	-19.483885	0.08984928	-18.616283	-19.51626	32000	7.4982644e-08	523376.1	-0.0098350365	-2967.9688	0.9194645	0.015323277	0.073	15.0	372.1951313018799
8	-1879.3163	1051.8158	-684.22327	-4338.7085	259.46667	-21.795485	0.19489296	-18.505173	-21.82927	36000	-2.8252602e-08	471397.25	-0.017280158	-2558.4375	0.9184653	0.0150409555	0.114	38.0	418.83692479133606
9	-2282.3857	1614.1271	-401.6031	-6620.124	295.27274	-23.967016	0.018687198	-23.858736	-23.980625	40000	1.9103288e-08	599504.9	-0.018844215	-3256.9375	0.92038107	0.015325771	0.12725	26.0	465.433078289032
10	-2604.8875	1146.8176	-1097.145	-4451.5483	320.91666	-26.345972	0.029878771	-25.990946	-26.363241	44000	9.122491e-08	526571.9	-0.0126798395	-3012.8125	0.91675955	0.015137212	0.09925	17.0	512.1358139514923
11	-2220.1755	1011.643	-449.58942	-4260.815	302.23077	-28.644726	0.015644837	-28.526012	-28.653172	48000	4.887581e-09	471857.7	-0.016059797	-2563.0938	0.9156954	0.0152388355	0.10425	29.0	558.7305526733398
12	-2218.276	1002.61957	-936.30963	-4549.4653	279.76923	-30.75441	0.040544357	-30.034847	-30.764143	52000	1.17778775e-07	541131.8	-0.018358456	-3023.125	0.91195035	0.0151176145	0.1025	40.0	605.2307240962982
13	-2030.2435	1565.4653	-283.51147	-6103.8696	299.30768	-32.998703	0.39288333	-20.86291	-33.026608	56000	5.546212e-08	430287.03	-0.019868752	-2237.3438	0.90521336	0.015312208	0.11075	28.0	651.7873575687408
14	-2495.908	1207.0662	-1038.1512	-5570.1284	303.16666	-34.987034	0.036911767	-34.604614	-34.999523	60000	1.704693e-08	580982.94	-0.01737545	-3071.0625	0.89545405	0.015139904	0.11675	32.0	698.28848695755
15	-2372.8655	993.6789	-817.3791	-3901.1218	300.84616	-37.257816	0.01850686	-36.999504	-37.26439	64000	-2.6702882e-08	536016.5	-0.009978339	-2816.8125	0.89406174	0.015611576	0.17775	8.0	744.7282285690308
16	-2852.2654	3212.4834	-609.22894	-11442.465	352.5	-39.419655	0.18053034	-36.55128	-39.450447	68000	-4.053116e-08	806684.94	-0.009147914	-3839.1875	0.89340585	0.0150071485	0.15425	9.0	791.0666387081146
17	-1987.2875	2299.4775	-206.20825	-10400.854	258.13333	-41.916733	0.13700578	-40.39441	-41.947914	72000	4.440546e-09	518330.9	-0.014348685	-2487.0625	0.89213	0.015720455	0.14825	18.0	837.6368658542633
18	-2827.6514	2271.8171	-842.4329	-9028.216	333.7	-43.879345	0.77165926	-32.000645	-43.991894	76000	-9.167194e-08	790441.6	-0.006561509	-3777.375	0.89010924	0.016929932	0.139	7.0	884.0654711723328
19	-2029.6356	1674.6661	-253.22527	-6352.0586	295.0	-46.410484	0.056535482	-45.721287	-46.423244	80000	-2.8610229e-08	463248.28	-0.016088177	-2274.875	0.8893746	0.015472474	0.11025	24.0	930.4824261665344
20	-3028.3975	5152.834	12.971472	-19081.861	348.27274	-48.36381	0.030083112	-47.650322	-48.369564	84000	7.7486035e-08	1121750.1	-0.022077333	-3720.5	0.88529354	0.0150065515	0.11625	46.0	977.3091084957123
21	-3170.3333	3590.3662	-1096.5371	-13676.896	355.5	-50.77689	0.011140842	-50.65711	-50.780647	88000	1.2457371e-08	753114.75	-0.018903753	-3494.5625	0.8845071	0.015390553	0.126	20.0	1023.7223932743073
22	-1781.0115	1054.0022	-411.15915	-4165.582	275.64285	-53.11111	0.18126567	-50.213104	-53.134933	92000	-2.7298928e-08	350134.12	-0.01697357	-1776.6875	0.8829656	0.015517017	0.119	22.0	1070.4286255836487
23	-2594.2178	913.61096	-1331.7281	-4579.293	361.6	-54.84294	0.0072768447	-54.770363	-54.84671	96000	2.0563602e-08	441399.44	-0.025383802	-2238.3438	0.88183963	0.015083402	0.1525	50.0	1117.233283996582
