Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	ClipFrac	StopIter	Time
0	-5429.839	1429.5521	-3272.2249	-7642.92	422.44446	0.026717663	0.1660115	0.41240814	-0.36492983	4000	-3.3199786e-08	1427746.9	-0.016790241	-10320.875	0.9189385	0.015171388	0.12725	20.0	44.571743965148926
1	-8894.434	3939.6746	-5181.5405	-16000.408	635.0	-4.114171	1.3367159	0.8831002	-5.3758144	8000	-2.2649765e-08	1834613.6	-0.02193378	-9971.125	0.91554433	0.015119784	0.11125	40.0	89.43055868148804
2	-9598.267	4544.0854	-2831.3071	-17792.81	609.0	-8.215579	0.78034705	-1.5828841	-8.608777	12000	2.1582842e-07	2352125.5	-0.024711462	-8732.75	0.91391844	0.0151050985	0.14475	47.0	134.3888611793518
3	-8869.239	4305.112	-4719.953	-16337.382	587.6667	-11.373384	0.2147486	-9.318693	-11.488801	16000	-8.225441e-09	2317729.2	-0.017319292	-7192.5	0.90692925	0.015010085	0.10725	20.0	179.11166286468506
4	-7999.539	5667.563	-3112.2864	-17625.66	538.0	-13.895008	0.39969403	-10.395341	-14.022183	20000	5.5134297e-10	2156916.2	-0.023603724	-6454.25	0.9022451	0.015310792	0.11925	42.0	224.04705834388733
5	-8567.993	4410.918	-4639.8267	-16772.658	552.4286	-16.29904	0.054403983	-15.914908	-16.32524	24000	8.165836e-09	2353227.0	-0.014117218	-6422.75	0.90582603	0.015248266	0.1345	10.0	268.5919818878174
6	-10625.901	4906.089	-4342.3945	-18177.984	659.3333	-18.59564	0.20529474	-13.105365	-18.639633	28000	2.6106834e-08	2616842.2	-0.006622732	-7011.75	0.9049186	0.016245527	0.161	4.0	313.2007439136505
7	-9093.927	3898.2139	-5681.018	-16686.637	597.0	-20.45872	3.5992458	17.178894	-21.012875	32000	-8.85725e-08	2360522.0	-0.014961117	-7235.5	0.90437365	0.015022027	0.11625	20.0	357.88186955451965
8	-5374.398	1618.5293	-2410.7524	-8708.781	385.5	-23.21706	0.17668311	-20.451754	-23.266275	36000	7.420778e-09	1634194.4	-0.014174256	-4546.5	0.9042349	0.015429851	0.14025	20.0	402.5920271873474
9	-6241.162	2836.723	-3554.96	-12833.617	429.0	-25.129364	0.15842089	-23.893152	-25.18533	40000	6.1631205e-08	1936621.1	-0.010562394	-5077.25	0.9050303	0.015173092	0.14675	11.0	447.18204402923584
10	-6020.496	2443.9438	-1832.846	-9192.648	428.44446	-27.169897	0.026270758	-26.936386	-27.185114	44000	2.0071864e-08	1790395.4	-0.0246997	-4824.0	0.90484643	0.015058262	0.13075	48.0	492.2460355758667
11	-7052.3633	1943.7079	-4788.286	-10777.799	424.77777	-29.149208	0.049643934	-28.617249	-29.164639	48000	-2.0816923e-07	2280063.5	-0.0070522013	-6271.5	0.9018345	0.017419647	0.17325	6.0	536.8928201198578
12	-7592.935	5968.1104	-3374.029	-23101.115	442.5	-31.381767	0.031869106	-31.186998	-31.398712	52000	-1.5759468e-07	3163703.5	-0.008384893	-7706.5	0.90165687	0.016248852	0.16825	8.0	581.6143963336945
13	-4207.766	635.4179	-2879.8757	-5193.09	330.91666	-33.84143	0.015624805	-33.654156	-33.84975	56000	-3.4183262e-08	1283242.0	-0.016937928	-3656.125	0.9012695	0.015012679	0.10975	32.0	626.6906292438507
14	-4174.2056	1161.5286	-2568.009	-7090.9507	327.41666	-35.585564	0.028049938	-35.3072	-35.596493	60000	4.169345e-08	1277153.4	-0.016989097	-3439.75	0.8975895	0.015364802	0.09875	24.0	671.4937832355499
15	-4413.2695	1615.2551	-1874.3568	-6764.4224	350.45456	-37.259438	0.012728032	-37.10924	-37.265087	64000	8.904934e-08	1301225.2	-0.018844595	-3596.5	0.89745283	0.015256742	0.1285	34.0	716.4185509681702
16	-5697.3877	957.86694	-3794.2761	-6703.286	393.9	-38.97906	0.019967727	-38.749077	-38.985634	68000	8.5026024e-08	1809900.0	-0.013863235	-4938.0	0.9058132	0.015192945	0.094	19.0	761.1988558769226
17	-5856.4834	3213.0205	-2547.5344	-11934.4	394.1111	-40.989876	0.015531775	-40.787174	-40.99599	72000	1.001358e-07	2219221.0	-0.015671706	-5965.0	0.90743643	0.0151062375	0.132	21.0	806.0234961509705
18	-7706.4736	10972.538	-3217.3225	-40537.824	368.8	-43.20566	0.007612443	-43.081455	-43.20907	76000	6.198883e-09	5277572.0	-0.025662053	-9830.5	0.90849394	0.0060717934	0.135	79.0	851.1713562011719
19	-4238.5913	1491.4058	-2674.4468	-7617.8345	336.0	-45.983307	0.008057746	-45.8763	-45.986385	80000	2.3156405e-08	1316056.8	-0.01672238	-3773.25	0.9108417	0.015264702	0.103	29.0	896.0057399272919
20	-3920.4834	1062.3251	-1919.0619	-6090.0103	319.58334	-47.77941	0.015276353	-47.555164	-47.784676	84000	-1.4951826e-07	1227859.8	-0.006230213	-3285.125	0.9148867	0.015798558	0.1525	6.0	940.8374269008636
