Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	ClipFrac	StopIter	Time
0	-3743.272	2196.6023	-1504.9181	-9555.968	266.06668	0.03144192	0.2455536	0.5059694	-0.59479463	4000	4.4465065e-08	1822789.8	-0.01775923	-10701.5	0.9189385	0.0153635	0.11975	18.0	46.21812844276428
1	-3498.5708	1635.302	-1283.6045	-7115.528	256.4	-4.3622847	0.7972106	-0.38739198	-5.212412	8000	-4.36455e-08	1511181.6	-0.013865584	-7929.625	0.91906774	0.015426352	0.1015	17.0	92.54652261734009
2	-2923.0244	1430.4741	-1551.8618	-6849.1187	226.94118	-7.9129553	0.5759552	-2.5797303	-8.280462	12000	2.1666288e-08	1263856.4	-0.008486856	-5156.875	0.91907007	0.015127915	0.13575	10.0	138.7245213985443
3	-3632.2256	3887.0	-1227.2958	-13599.099	254.46666	-10.288603	1.0670062	2.0373497	-10.682205	16000	1.0251999e-08	1916148.2	-0.020407258	-6514.375	0.9199878	0.015045717	0.13225	41.0	185.20324039459229
4	-2667.7598	1130.8893	-1058.17	-5293.771	232.35294	-12.998304	1.2034043	1.5655394	-13.206785	20000	-1.2040139e-08	1056217.4	-0.020110153	-3898.875	0.922491	0.0151732275	0.1055	41.0	231.77830529212952
5	-2678.3672	1566.3483	-982.35187	-5973.517	220.61111	-14.831845	1.3551043	-5.31275	-15.229559	24000	-5.829334e-08	1141994.0	-0.023416854	-4305.125	0.9236018	0.015050978	0.12475	37.0	278.2388868331909
6	-2486.8276	981.8365	-1054.5875	-4267.8774	215.55556	-17.159727	0.5381515	-8.901055	-17.244308	28000	-5.379319e-08	935347.56	-0.018701602	-3383.125	0.9294536	0.015201531	0.12775	31.0	324.83881998062134
7	-3066.672	1878.2212	-1218.0348	-7476.802	251.64285	-19.114676	0.21394585	-17.16107	-19.167683	32000	5.1021576e-08	1440879.0	-0.015003128	-4956.125	0.92709047	0.015395776	0.1055	15.0	370.91950511932373
8	-2438.8386	1262.5582	-1018.4931	-6872.355	213.22223	-21.429508	0.04331117	-21.058334	-21.450678	36000	5.185604e-09	961437.56	-0.02078168	-3388.0	0.925822	0.015055483	0.12825	50.0	417.38991951942444
9	-3527.2573	2680.8125	-1341.9187	-11575.146	246.5	-23.369257	0.03474294	-23.11863	-23.38971	40000	-5.2452087e-09	1674192.6	-0.013797561	-5319.875	0.9250303	0.015892442	0.104	15.0	463.62343978881836
10	-2386.697	1101.8917	-904.09686	-5845.3145	215.875	-25.723387	0.11931635	-23.907848	-25.750055	44000	-1.14440915e-07	1204254.0	-0.018798035	-4035.375	0.9227338	0.015029849	0.1025	30.0	510.1184780597687
11	-3160.7	1007.3633	-1702.3369	-5225.547	246.0625	-27.835262	0.010327377	-27.756203	-27.840302	48000	5.3673983e-08	1206382.6	-0.014389716	-4276.375	0.9256797	0.0151285725	0.11975	18.0	556.2118399143219
12	-2335.0747	673.4901	-1130.7152	-3636.8252	214.58824	-29.951555	0.050397024	-29.382397	-29.969112	52000	1.7762185e-08	827883.56	-0.020251181	-3033.4375	0.9246599	0.015052156	0.11875	45.0	602.5350329875946
13	-2799.9465	2144.3115	-1189.8107	-10473.482	243.0625	-31.611012	1.3396764	-14.571138	-31.791052	56000	-7.2479246e-08	1047163.06	-0.020191751	-3821.5	0.9267698	0.015257759	0.127	35.0	648.9564144611359
14	-3221.559	1728.4454	-1136.9847	-7504.674	255.93333	-33.54332	1.7936339	-0.17707115	-33.734608	60000	3.0815603e-08	1311807.1	-0.017652847	-4511.625	0.9227472	0.01543983	0.0965	27.0	695.2817120552063
15	-2749.1907	1349.4417	-1232.3491	-6175.2144	226.47058	-35.864265	0.17379348	-33.831066	-35.892097	64000	-1.2874604e-07	1010978.06	-0.017313067	-3557.4375	0.92001295	0.015002271	0.092	26.0	741.6059515476227
16	-3089.6575	1917.3796	-1428.3356	-9312.831	254.6	-37.855206	0.028443934	-37.502323	-37.86473	68000	2.2172928e-08	1215064.8	-0.008927153	-4038.875	0.91938496	0.01560252	0.16275	7.0	787.6769881248474
17	-2829.3962	1256.5092	-1512.0116	-6989.461	244.875	-39.948402	0.007405067	-39.849686	-39.952404	72000	5.066395e-09	970151.56	-0.018660428	-3523.8125	0.9195014	0.01503754	0.09675	34.0	834.0913949012756
18	-2817.4429	1087.1595	-1647.8209	-6483.484	246.4375	-41.915657	0.03154357	-41.501114	-41.92255	76000	-3.2156706e-08	918768.9	-0.014637425	-3345.5	0.91856855	0.015037966	0.1255	20.0	880.3205542564392
19	-2201.4233	730.1251	-1357.255	-4236.781	201.63158	-43.780773	0.8890298	-18.006084	-43.8426	80000	1.0576844e-07	727430.94	-0.021621719	-2750.9375	0.92067575	0.015148323	0.112	46.0	926.8937969207764
20	-3146.8054	1930.1221	-1450.5455	-9625.3955	256.2	-45.58521	0.06037143	-44.840652	-45.597553	84000	6.753206e-08	1158342.9	-0.0194775	-3930.0	0.9202728	0.015140096	0.12025	27.0	973.2548880577087
21	-2371.8926	881.0461	-926.51135	-3985.718	215.82353	-47.667656	0.03658191	-46.934704	-47.67379	88000	3.1888485e-09	820941.6	-0.014742135	-3138.375	0.9193643	0.015041272	0.09	22.0	1019.4331455230713
22	-2606.1602	1921.3119	-1075.543	-9196.533	239.25	-49.54695	0.08212477	-48.604507	-49.566986	92000	-9.3638896e-08	946870.6	-0.022478245	-3176.125	0.9216602	0.0150997015	0.11825	38.0	1065.8213930130005
23	-3382.975	1994.7135	-1197.4753	-7135.3374	297.30768	-51.43775	0.078996114	-50.394547	-51.449467	96000	-1.1825561e-07	1076684.2	-0.01782749	-3789.25	0.9202281	0.015111311	0.1175	25.0	1112.0703346729279
24	-3918.6458	1477.2826	-1533.7909	-5863.121	303.84616	-53.511326	0.018900428	-53.27577	-53.51527	100000	-3.6045908e-08	1244469.9	-0.017162386	-4684.375	0.9171589	0.015112138	0.08875	28.0	1158.387307882309
25	-3084.8813	1800.7855	-1494.9469	-7918.883	240.4375	-55.79782	0.045052953	-55.158173	-55.80525	104000	1.34706495e-08	1156353.2	-0.01442043	-4188.375	0.9177139	0.015129244	0.13225	19.0	1204.4913325309753
26	-2952.1301	1762.8069	-1142.0616	-7838.654	256.13333	-57.97989	0.0053152773	-57.93234	-57.982132	108000	-1.3285876e-07	1033870.06	-0.02101083	-3488.4375	0.9195874	0.015007037	0.11525	28.0	1250.6515293121338
27	-2987.4778	1817.8698	-1019.2446	-7754.849	247.0	-59.971584	0.0071480204	-59.87786	-59.974007	112000	1.8507242e-08	1140744.1	-0.013431989	-3950.125	0.9210203	0.015729258	0.084	11.0	1296.6063532829285
