Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	ClipFrac	StopIter	Time
0	-2906.317	1186.7076	-1470.5039	-5176.509	237.0625	0.0113595	0.15558298	0.3900176	-0.41454923	4000	-3.9964913e-08	1189541.9	-0.021210417	-8842.375	0.9189385	0.015183421	0.12275	33.0	46.568002700805664
1	-3139.7422	1258.1442	-1585.7394	-5902.5605	233.05882	-3.9176133	1.4245626	3.2736363	-5.200249	8000	-7.522106e-08	1357107.4	-0.010110905	-8013.75	0.92011636	0.015123066	0.1645	7.0	92.94100856781006
2	-3186.5334	1869.2126	-1269.101	-7950.6167	240.375	-7.6299276	1.5380226	4.1456604	-8.295219	12000	-6.365776e-08	1458748.6	-0.0060084844	-6361.0	0.9192017	0.015386783	0.14	6.0	139.1335904598236
3	-2862.0051	1524.3401	-1588.2329	-8002.9272	228.11765	-10.676938	0.588791	-3.7278304	-10.943227	16000	-1.8432736e-08	1166714.1	-0.021198334	-4628.75	0.9187522	0.015269902	0.11175	36.0	185.8303883075714
4	-2932.96	1094.5553	-1043.3931	-4933.0444	221.27777	-13.109449	0.2961671	-8.481839	-13.230823	20000	-4.7802924e-08	1239017.1	-0.0078759175	-4734.625	0.91889566	0.015609386	0.1615	7.0	232.00253248214722
5	-3231.7864	1109.54	-1456.9121	-5867.073	231.64706	-15.469242	0.16525476	-11.305272	-15.528666	24000	1.0997057e-08	1373598.8	-0.018324971	-5029.75	0.91863245	0.015158864	0.10375	34.0	278.71810936927795
6	-3512.0444	2409.7585	-1449.3751	-9455.21	254.26666	-17.795109	0.42649335	-9.55824	-17.87015	28000	6.1392784e-09	1646123.5	-0.009370016	-5384.0	0.91406655	0.0156230675	0.13175	9.0	325.0318868160248
7	-4405.4233	2010.3612	-1212.5598	-8257.473	285.42856	-20.13021	0.45078117	-16.325834	-20.252062	32000	-1.346767e-07	2044980.2	-0.009893891	-6870.5	0.91403127	0.015196163	0.1475	9.0	371.19728803634644
8	-4750.2783	2064.2527	-2479.938	-9060.421	304.07693	-22.814598	0.06350323	-22.084665	-22.83876	36000	3.7238003e-08	2022440.1	-0.015806561	-6505.375	0.9136102	0.015036638	0.09875	24.0	417.51053500175476
9	-5933.1846	4473.016	-2524.8943	-18219.422	355.18182	-24.953749	1.9700981	-7.0612617	-25.359282	40000	1.4615058e-07	2711504.2	-0.0111366	-9037.0	0.91611165	0.015053283	0.1185	13.0	463.75485134124756
10	-6164.63	1938.7623	-3238.021	-9976.526	388.3	-27.975458	0.09424534	-25.994572	-27.998398	44000	-3.0204653e-08	2220440.5	-0.019658092	-6634.5	0.91673636	0.015298077	0.0995	29.0	510.1174964904785
11	-6535.993	3985.843	-2524.7627	-14502.226	388.8	-30.421453	0.24929512	-23.999855	-30.448538	48000	5.9247018e-08	2585771.5	-0.010462932	-7168.0	0.91897047	0.015064165	0.08625	11.0	556.4279119968414
12	-5232.3184	3024.3848	-2623.6553	-14437.74	325.16666	-32.937977	0.022469964	-32.552067	-32.945854	52000	1.9371509e-08	2114877.2	-0.021433331	-5945.5	0.919255	0.015350259	0.12525	41.0	603.2218770980835
13	-7073.4478	5783.6875	-1812.3107	-22004.95	391.5	-35.190216	0.22947614	-28.974714	-35.21883	56000	2.18153e-08	3140155.0	-0.008266105	-7997.25	0.92535394	0.016026605	0.15075	9.0	649.5242803096771
14	-5696.137	1479.9143	-2322.6348	-7627.04	336.81818	-37.783264	0.004760228	-37.709785	-37.785126	60000	-2.1010637e-08	2335121.8	-0.004148678	-6653.25	0.92623955	0.015121613	0.16825	6.0	695.8806521892548
15	-4476.971	1723.8705	-1807.3853	-7506.796	293.46155	-40.12282	0.029343469	-39.730927	-40.13353	64000	1.4126301e-08	1803012.4	-0.01588661	-4934.75	0.9268179	0.015014543	0.0875	25.0	742.1917514801025
16	-5429.358	2656.9524	-1524.1351	-10827.057	333.0	-42.152523	0.019684128	-41.74018	-42.158257	68000	-2.7954579e-08	2322099.0	-0.016175056	-6079.5	0.9309592	0.0153431315	0.1105	19.0	788.7457492351532
17	-5116.8594	4077.0464	-1778.2888	-17988.582	304.46155	-44.361427	0.02708362	-43.974194	-44.36931	72000	-4.9531458e-08	2547155.8	-0.021708505	-6261.0	0.92941993	0.015193993	0.119	38.0	835.1305794715881
18	-4734.8203	1996.0206	-1566.2977	-8713.993	295.41666	-46.591568	0.28611487	-41.318085	-46.615486	76000	-1.0061264e-07	2286986.8	-0.018233314	-6087.25	0.9266454	0.015014891	0.10225	29.0	881.7175672054291
19	-5068.4263	2332.7913	-1628.6884	-10105.698	318.5	-48.81991	0.012607361	-48.626507	-48.823345	80000	-7.891655e-08	2084713.5	-0.02030583	-5412.25	0.9304144	0.015196711	0.127	41.0	928.2813022136688
20	-6595.219	4264.214	-2042.3019	-14112.636	361.36365	-50.905205	0.014704896	-50.757103	-50.90976	84000	1.3780594e-07	2951538.5	-0.023045491	-7400.0	0.9306266	0.015103014	0.1235	38.0	974.861287355423
21	-5652.925	2352.2925	-2147.5269	-10092.808	340.18182	-53.30333	0.025787437	-52.685	-53.3077	88000	6.505847e-08	2233974.2	-0.010465812	-5933.5	0.9280315	0.015845515	0.13	10.0	1021.0861127376556
22	-8381.462	5471.8213	-1941.1715	-18534.736	428.33334	-55.47643	0.0057177297	-55.375595	-55.4786	92000	1.0311604e-07	3635211.0	-0.022612302	-8659.75	0.92741615	0.015040011	0.116	34.0	1067.486041545868
23	-8878.611	7319.7437	-2429.8647	-27550.996	433.33334	-58.032196	0.0041717472	-57.98059	-58.0337	96000	-3.9339065e-09	3971791.0	-0.021392183	-9242.25	0.92221546	0.015408087	0.12825	34.0	1113.7915596961975
24	-11856.35	7338.497	-3498.951	-26062.37	511.42856	-60.65862	0.0022379097	-60.64003	-60.659695	100000	-1.5604496e-07	4820726.0	-0.022632467	-11237.5	0.9205348	0.015483903	0.12725	31.0	1160.2124409675598
